,date,top_0
1633,2020-01-08,japanese firms sbi and gmo join the digital gold rush in texas    
1634,2020-01-09,this company sets out to prove crypto mining has a place in your home    
1635,2020-01-10,video games giant ubisoft is looking for blockchain startups to support    
1636,2020-01-11,court gives craig wright more time to await the mysterious bonded courier    
1637,2020-01-12,institutional and retail bitcoin futures demand continues to climb    
1638,2020-01-13,close to 11 million btc haven t moved in over a year    
1639,2020-01-14,market outlook  bullish trend sends crypto prices northwards    
1640,2020-01-15,indian supreme court hears in depth arguments against rbi ban    
1641,2020-01-16,4 bitcoin mixers for the privacy conscious    
1642,2020-01-17,new stablecoins commence a fresh assault on tether    
1643,2020-01-18,new guidelines subject canadian crypto exchanges to securities laws    
1644,2020-01-19,new bill in oklahoma proposes depository for cryptocurrencies used by government    
1645,2020-01-20,maduro opens crypto casino in venezuela    
1646,2020-01-21,rbi confirms crypto not banned in india    
1647,2020-01-22,6 bankers accused of earning  30m in bonuses from german fraud  tax lawyer out on  4m bail    
1648,2020-01-23,bch script meeting aims to enhance the programming language in bitcoin cash    
1649,2020-01-24,ecb keeps subzero interest rates and open ended qe worth  20b a month but launches policy review    
1650,2020-01-25,leading swiss stock exchange offers 12 crypto exchange traded products with one that shorts bitcoin    
1651,2020-01-26,dubai launching crypto valley in tax free zone    
1652,2020-01-27,heated debate continues over bitcoin cash infrastructure funding plan    
1653,2020-01-28,international crypto exchange liquid develops perpetual btc contracts with up to 100x leverage    
1654,2020-01-29,uphold app now lets users easily trade directly between over 60 cryptos  fiat currencies and metals    
1655,2020-01-30,swiss resort town zermatt accepts bitcoin for government services    
1656,2020-01-31,hierarchies of money  why you use bank money but the bank wants reserve currency    
1657,2020-02-01,jiang zhuoer restructures development funding proposal for bitcoin cash    
1658,2020-02-02,41 german banks now charge negative interest rates    
1659,2020-02-03,coronavirus outbreak forces chinese crypto asic manufacturers to delay orders    
1660,2020-02-04,us government auctioning off bitcoins worth  37 million in 2 weeks    
1661,2020-02-05,market update  bitcoin cash shines as crypto markets show bullish signals    
1662,2020-02-06,not just ebay  nyse owner intercontinental exchange pushes bakkt to retail with latest acquisition    
1663,2020-02-07,bitcoin etfs in japan  fsa explains new rules for funds investing in cryptos    
1664,2020-02-08,cryptocurrency futures and prediction markets show trump wins the us 2020 election    
1665,2020-02-09,how to use a u2f key to secure your crypto accounts    
1666,2020-02-10,bitcoin s  10k value pushed down by cme futures price gap    
1667,2020-02-11,trump views crypto a threat  proposes countermeasures in new budget    
1668,2020-02-12,altcoin season trending   link  xtz  bstx  hbar gain up to 120  in 24h    
1669,2020-02-13,bitcoin and cryptocurrency are  like a giant garbage dumpster   says minneapolis federal reserve president    
1670,2020-02-14,bch latam  creating a viral feedback loop for mass adoption with bitcoin cash    
1671,2020-02-15,btc s market share drops consecutively for 14 days   dominance ratio slides to 60     
1672,2020-02-16,us worried crypto could undermine dollar as world reserve currency  hiring researchers to prepare response    
1673,2020-02-17,bch funding debate    founder suggests 2 3 hash vote and 6 month evaluation    
1674,2020-02-18,voluntary financing  bitcoin cash devs reveal noncustodial funding app flipstarter    
1675,2020-02-19,market update  bitcoin halving hype  golden cross signals  and gbtc s 41  premium    
1676,2020-02-20,virgin galactic stock is skyrocketing  will take bitcoin to shoot you into space    
1677,2020-02-21,coronavirus quarantine controls and shipping delays impact bitcoin miners    
1678,2020-02-22,get ready for the bitcoin halving   here are 9 countdown clocks you can monitor    
1679,2020-02-23,cryptocurrency explained on the latest episode of the simpsons    
1680,2020-02-24,us develops cryptocurrency intelligence program targeting p2p sites  forums  darknet markets    
1681,2020-02-25,wielding the tools of liberty  exploring wendy mcelroy s latest book  the satoshi revolution     
1682,2020-02-26,raising  100k for cashfusion s security audit    matches donations to improve bch privacy    
1683,2020-02-27,uk s fca suspends epayments service   over  100m frozen and alleged onecoin connection    
1684,2020-02-28, a drop in replacement for abc    bch devs release bitcoin cash node software    
1685,2020-02-29,bitcartcc s merchant solution  developer builds self hosted btcpay alternative supporting bitcoin cash    
1686,2020-03-01,cryptocurrency could kill bank lending  warns bank of england deputy governor    
1687,2020-03-02,binance users in turkey can now deposit and withdraw try via akbank integration    
1688,2020-03-03,tron s steemit acquisition exposes delegated proof of stake centralization    
1689,2020-03-04,bitcoin lawsuit  lawyers accuse craig wright of forgery  can t locate former nchain ceo    
1690,2020-03-05,the algorithms that control the cryptocurrency market    
1691,2020-03-06,htc unveils privacy protecting 5g router  pundi x finalizes blockchain phone prototype    
1692,2020-03-07,south korea passes bill to regulate cryptocurrency in line with fatf standards    
1693,2020-03-08,who is satoshi nakamoto  an introduction to bitcoin s mysterious founder    
1694,2020-03-09,empow   decentralized  visually focused social network    
1695,2020-03-10,  helps crypto traders avoid costly tax mistakes    
1696,2020-03-11,judge gives craig wright new deadline   citing forgery  perjured testimony in court    
1697,2020-03-12,market update  global economy jolts bitcoin  overall crypto cap loses  50b    
1698,2020-03-13,edward snowden  felt like buying bitcoin  while traders hunt for the market bottom    
1699,2020-03-14,market update  cryptocurrency market cap sheds  90b  margin calls spike  futures slide    
1700,2020-03-15,bitcoin cash meetups go virtual in japan to combat virus  allowing members to choose    
1701,2020-03-16,bitcoin reacts to fed s 0  rate drop  reserve requirements removed   700b in stimulus    
1702,2020-03-17,analysts question gold s safe haven status   2008 data shows central banks oversaturated bullion markets    
1703,2020-03-18,us cash crisis  withdrawal limits spark bank run fear    
1704,2020-03-19,maduro orders venezuelan bank closures amid coronavirus scare    
1705,2020-03-20,market update  bulls return  120 million tethers minted  bitcoin halving looms    
1706,2020-03-21,us real estate in jeopardy   analysts predict housing market crash to 29 year lows    
1707,2020-03-22,minting basic income   us lawmaker asks treasury to issue two  1 trillion coins with no debt    
1708,2020-03-23,coindeal token   a wide range of earning possibilities    
1709,2020-03-24, notdying4wallstreet   twitter trends show people are fed up with wall street  banks and oligarchs    
1710,2020-03-25,world s largest banks losing stock value during weeks marked by pandemic    
1711,2020-03-26, what bitcoin did    scanning the hottest cryptocurrency keywords and google searches    
1712,2020-03-27,bitcoin miners are selling coins faster than they can generate them    
1713,2020-03-28,trump signs largest relief bill in us history  when will americans get stimulus checks    
1714,2020-03-29,porn industry thrives during lockdown   these sites are cryptocurrency friendly    
1715,2020-03-30,bitcoin mining roundup  btc regains 100 exahash  miners close shop  pre halving shake up    
1716,2020-03-31,us mortgage industry could collapse as housing crisis looms  experts say    
1717,2020-04-01,the many facts pointing to wei dai being satoshi    
1718,2020-04-02,tiger king s archnemesis big cat rescue accepts bitcoin    
1719,2020-04-03,homeowners can t pay  us lenders prepare for catastrophic real estate market    
1720,2020-04-04,evidence shows politicians and wall street ceos expected the market crash well before covid 19    
1721,2020-04-05,ico crackdown  11 class action lawsuits filed against cryptocurrency companies    
1722,2020-04-06,2 american banks have failed since coronavirus started spreading in the us    
